id|fname|lname
1213|Melvin|Garcia
1214|Georgia|Simon
1215|Mario|Chambers
1216|Elva|Patton
1217|Ricardo|Allen
1218|Michael|Chapman
1219|Barbara|Cole
1220|Clyde|Cooper
1221|Hester|Morgan
1222|Edna|Conner
1223|Mayme|Hoffman
1224|Dominic|Rhodes
1225|Stella|Reynolds
1226|Craig|Ferguson
1227|Scott|Olson
1228|Brett|Curtis
1229|Jeremiah|Anderson
1230|Hallie|Quinn
1231|Lena|French
1232|Cory|Alexander
1233|Franklin|Flores
1234|Florence|Gill
1235|Irene|Sullivan
1236|Bettie|Fuller
1237|Cody|Garza
1238|Rodney|Hanson
1239|Ryan|Horton
1240|Ryan|Cummings
1241|Ronnie|Potter
1242|Herbert|Lee
1243|Ida|Black
1244|Ryan|Griffin
1245|Madge|Massey
1246|Tom|Carpenter
1247|Josie|Abbott
1248|Randy|Greer
1249|Celia|Riley
1250|Jane|Cole
1251|Corey|Mack
1252|Mason|Hart
1253|Ophelia|Walters
1254|Elva|Hodges
1255|Eunice|Rogers
1256|Frances|Harmon
1257|Ivan|Norton
1258|Marc|Hernandez
1259|Lawrence|Hardy
1260|Eugene|Herrera
1261|Hilda|Williams
1262|Mina|Collier
1263|Rosie|Baldwin
1264|Alan|Jennings
1265|Eddie|Hanson
1266|Cody|James
1267|Bryan|Owens
1268|Alta|Kelley
1269|Verna|Stephens
1270|Bruce|Wilkins
1271|Susan|Morrison
1272|Hulda|Romero
1273|Eliza|Henderson
1274|Josie|Castro
1275|Ann|Parker
1276|Andrew|Nguyen
1277|Marion|Huff
1278|Steven|Hanson
1279|Clayton|Harvey
1280|Christina|Keller
1281|Phillip|Bridges
1282|Glen|Underwood
1283|Glenn|Strickland
1284|Iva|Davis
1285|Roxie|Barker
1286|Polly|Williamson
1287|Scott|Lynch
1288|Cory|Parks
1289|Alma|Reed
1290|Catherine|Cox
1291|Dylan|Vargas
1292|Elnora|Alexander
1293|Alta|Lynch
1294|Duane|Love
1295|Jose|Ramos
1296|Harvey|Ward
1297|Charles|Francis
1298|Jose|Terry
1299|Bernice|Mendoza
1300|Evelyn|Morris
1301|Dora|Hill
1302|Dora|Greer
1303|Mathilda|Graham
1304|Ian|Nash
1305|Jeremy|Rhodes
1306|Theodore|Jones
1307|Nell|Garner
1308|Douglas|Carter
1309|Janie|Garner
1310|Mary|Kim
1311|Dale|Baldwin
1312|Scott|Barton
1313|Katie|Burns
1314|Connor|Erickson
1315|Mollie|Miller
1316|Ora|Rodriquez
1317|Frances|Hale
1318|Nina|Simmons
1319|Roy|Myers
1320|Esther|Sandoval
1321|Devin|Fernandez
1322|Gilbert|Terry
1323|Esther|Fitzgerald
1324|Georgie|Henderson
1325|Eleanor|Drake
1326|Lester|Davidson
1327|Josephine|Cannon
1328|Olivia|Waters
1329|Maude|Ross
1330|Sophie|Lawrence
1331|Jack|Peterson
1332|Edwin|Keller
1333|Billy|Bradley
1334|Erik|Santiago
1335|Bernard|Tran
1336|Kathryn|Gross
1337|Della|Walker
1338|Marion|Santos
1339|Alexander|Atkins
1340|Garrett|Swanson
1341|Peter|Carter
1342|Jane|Shaw
1343|Lillie|Barnes
1344|Aaron|Owens
1345|Katharine|Carson
1346|Dollie|Barrett
1347|Ida|Vega
1348|Cameron|Berry
1349|Chad|Sherman
1350|Emilie|Lowe
1351|Lora|Stokes
1352|Kevin|Becker
1353|Flora|Mendoza
1354|Christine|Mendoza
1355|Melvin|Doyle
1356|Francisco|Luna
1357|Marc|Carter
1358|Bradley|Lawson
1359|Johanna|Franklin
1360|Hilda|Baldwin
1361|Darrell|Fisher
1362|Dale|Howard
1363|Millie|Tyler
1364|Bessie|Matthews
1365|Luella|Bates
1366|Harvey|Berry
1367|Dean|Shelton
1368|Mark|Simmons
1369|Philip|McKenzie
1370|Polly|Norton
1371|Marie|Lucas
1372|Dale|Copeland
1373|Jeffery|Stewart
1374|Jennie|Stevens
1375|Kenneth|Lucas
1376|Henrietta|Sherman
1377|Cornelia|Walker
1378|Carl|Singleton
1379|Alan|Bryan
1380|Allen|McGuire
1381|Jessie|Strickland
1382|Ronald|Stewart
1383|Earl|Curtis
1384|Loretta|Taylor
1385|Adeline|Kennedy
1386|Jeffrey|Clarke
1387|Johnny|Peters
1388|Rebecca|Paul
1389|Abbie|Doyle
1390|Kathryn|Buchanan
1391|Samuel|Aguilar
1392|Jorge|Baker
1393|Fannie|Lucas
1394|Roy|Flores
1395|Lucinda|Matthews
1396|Ora|Carson
1397|Dale|Mendoza
1398|Adelaide|Wheeler
1399|Sylvia|Mason
1400|Mae|Warren
1401|Kevin|Holland
1402|Brian|Gibbs
1403|Noah|Romero
1404|Chester|Kennedy
1405|Viola|Summers
1406|Samuel|Smith
1407|Cory|Atkins
1408|Jesus|Malone
1409|Bess|Alexander
1410|Mina|Ryan
1411|Minnie|Little
1412|Mason|Owen
1413|Shane|Powers
1414|Leroy|Jordan
1415|Brett|Morgan
1416|Millie|Warren
1417|Landon|Curry
1418|Cynthia|Lane
1419|Vernon|Powell
1420|Elijah|Bennett
1421|Ida|Drake
1422|Lucile|Lee
1423|Garrett|Brown
1424|Bobby|Burns
1425|Derek|Wells
1426|Viola|Valdez
1427|Kevin|Davidson
1428|Kevin|Sandoval
1429|Marvin|Copeland
1430|Edwin|Ortiz
1431|Estelle|Boyd
1432|Susan|Crawford
1433|Susie|Hicks
1434|Cecilia|Hughes
1435|Bobby|Miles
1436|Jon|Lawson
1437|Joseph|Hanson
1438|Lottie|Cummings
1439|Ethel|Castillo
1440|Maggie|Taylor
1441|Lula|Wade
1442|Rebecca|Strickland
1443|Edward|Hunter
1444|Sophie|French
1445|Bradley|Cohen
1446|Belle|Rogers
1447|Mason|Tyler
1448|Lois|Jenkins
1449|Daisy|Malone
1450|Dominic|Washington
1451|Lily|Wong
1452|Irene|Hopkins
1453|Dean|Roberts
1454|Ollie|Simon
1455|Marguerite|Harrington
1456|Rodney|Richardson
1457|Devin|Bennett
1458|Josie|Owens
1459|Sylvia|Stevens
1460|Floyd|Thompson
1461|Esther|McKenzie
1462|Marc|Hernandez
1463|Lenora|Stevens
1464|Alexander|Coleman
1465|Rosetta|Williams
1466|Gerald|Delgado
1467|Derek|Higgins
1468|Edward|Barber
1469|Garrett|Long
1470|Leonard|Rivera
1471|Lottie|Alvarez
1472|Luke|Wilson
1473|Chester|Burns
1474|Mable|McCarthy
1475|Julian|Howell
1476|Harvey|Byrd
1477|Mollie|Berry
1478|Lola|Carroll
1479|Ethel|Park
1480|Nettie|Lindsey
1481|Marion|Baker
1482|Travis|Massey
1483|Adeline|Fletcher
1484|Hannah|Soto
1485|Francis|Henry
1486|Clifford|Oliver
1487|Gene|Kennedy
1488|Lenora|Moran
1489|Bess|Barnes
1490|Mitchell|Garza
1491|Terry|Pittman
1492|Ophelia|Armstrong
1493|John|Stone
1494|Claudia|Andrews
1495|Curtis|Foster
1496|Jerry|Carson
1497|Louisa|Romero
1498|Jordan|Paul
1499|Henry|Evans
1500|Ricardo|Payne
1501|Michael|Todd
1502|Erik|Flowers
1503|Myrtie|Allison
1504|Marguerite|Bailey
1505|Clifford|Hines
1506|Lydia|Singleton
1507|Charles|Keller
1508|Milton|Becker
1509|Stanley|Morris
1510|Alex|Robinson
1511|Mathilda|Welch
1512|Georgie|Pope
1513|Eugene|Nunez
1514|Sarah|Hernandez
1515|Vera|Pittman
1516|Mabel|Ray
1517|Logan|Graham
1518|Luella|Norton
1519|Ruby|Peterson
1520|Jeffrey|Quinn
1521|Margaret|Young
1522|Alta|Burton
1523|Don|Craig
1524|Howard|Craig
1525|Harvey|Ross
1526|Mason|Rogers
1527|Herman|Jensen
1528|Lucinda|Fisher
1529|Phillip|Griffith
1530|Peter|Dean
1531|Melvin|Lucas
1532|Adrian|Atkins
1533|Maria|Cortez
1534|Mark|Alvarez
1535|Andre|Johnston
1536|Ralph|Cunningham
1537|Bessie|Sharp
1538|Fannie|Hunt
1539|Aiden|Webb
1540|Lela|Gilbert
1541|Essie|Baker
1542|Marcus|Rice
1543|Ralph|Benson
1544|May|Munoz
1545|Alberta|Bridges
1546|Mina|Blair
1547|Ora|Cunningham
1548|Lela|Parsons
1549|Hannah|Barber
1550|Martha|Walker
1551|Andre|Chambers
1552|Myrtle|Lawrence
1553|Francis|Curtis
1554|Mason|Jones
1555|Mabelle|Gray
1556|Martha|Owens
1557|Sophia|Rice
1558|Warren|Greene
1559|Chad|Potter
1560|Rose|Hammond
1561|Alejandro|Hayes
1562|Allen|Brewer
1563|Gary|Pope
1564|Isabella|Robbins
1565|Victor|Sharp
1566|Ethel|Coleman
1567|Edwin|Green
1568|Rodney|Howard
1569|Frances|Matthews
1570|Joe|French
1571|Gary|Colon
1572|Mina|Kim
1573|Isaiah|Butler
1574|Chester|Harmon
1575|Shawn|Reyes
1576|Paul|Reynolds
1577|Wayne|Barrett
1578|Amelia|Bishop
1579|Bruce|Carpenter
1580|Dean|Martinez
1581|Dustin|Crawford
1582|Andrew|Watkins
1583|Jared|Farmer
1584|Charlotte|Phillips
1585|Lizzie|Vargas
1586|Dominic|Swanson
1587|Alta|Rodgers
1588|Madge|Nelson
1589|Andre|Crawford
1590|Gertrude|West
1591|Jeffery|Haynes
1592|Peter|Payne
1593|Pauline|Hall
1594|Polly|Rhodes
1595|James|Meyer
1596|Cora|Crawford
1597|Ronald|Jennings
1598|Jeremy|Howard
1599|Theresa|Walsh
1600|Danny|Cole
1601|Rosa|Watkins
1602|Adelaide|Frank
1603|Hester|Caldwell
1604|Cody|Brock
1605|Warren|Soto
1606|Lula|Ingram
1607|Angel|Gray
1608|Clarence|Rice
1609|Lillie|Roy
1610|Mabel|Marsh
1611|Hannah|Greene
1612|Florence|Lee
1613|Gerald|Crawford
1614|Jorge|White
1615|Earl|Fleming
1616|Esther|Wong
1617|Leah|Boone
1618|Alta|Casey
1619|Bobby|Massey
1620|Jayden|Barrett
1621|Bryan|Miles
1622|Elnora|Saunders
1623|Elmer|Matthews
1624|Noah|Underwood
1625|Dollie|Watkins
1626|Estella|Daniels
1627|Micheal|Clark
1628|Lora|Warner
1629|Bernard|Porter
1630|Winnie|Austin
1631|Katharine|Cross
1632|Ryan|Oliver
1633|Sophie|Robbins
1634|Melvin|Sparks
1635|Allie|Stewart
1636|Susie|Washington
1637|Ethan|Flores
1638|Nina|Dennis
1639|Ina|Scott
1640|Frances|Hanson
1641|Addie|Castro
1642|Willie|Ross
1643|Amy|Alexander
1644|Katherine|Carpenter
1645|Abbie|Jennings
1646|Justin|Jacobs
1647|Jeremy|Sullivan
1648|Jeanette|Reeves
1649|Florence|Hall
1650|Dora|Chavez
1651|Eugenia|Rowe
1652|Anthony|Harmon
1653|Mayme|Warren
1654|Myrtle|Roberts
1655|Carolyn|Willis
1656|Blanche|Munoz
1657|Christopher|Harrington
1658|Glenn|Lindsey
1659|Cameron|Gonzalez
1660|Rosetta|Stokes
1661|Phoebe|Santos
1662|Chad|Ballard
1663|Adele|Singleton
1664|Jacob|Johnston
1665|Darrell|Harrison
1666|Cecelia|Roberson
1667|Isabelle|Perez
1668|Alberta|Reeves
1669|Dustin|Kennedy
1670|Shane|Nunez
1671|Ryan|Simon
1672|Tommy|Woods
1673|Ada|Lawson
1674|Josie|Moody
1675|Scott|Klein
1676|Sally|Price
1677|Ronnie|Gregory
1678|Clara|Burton
1679|Ronnie|Gonzalez
1680|Jeffery|Boyd
1681|Lucas|Ingram
1682|Lucille|Holmes
1683|Lucy|Gill
1684|Stanley|Castillo
1685|Isaac|Johnston
1686|Alice|Patton
1687|Ernest|Patrick
1688|Blake|Romero
1689|Lee|Barker
1690|Kathryn|Boone
1691|Sam|Barnes
1692|Patrick|Vega
1693|Cory|Powers
1694|Lucile|Jenkins
1695|Floyd|Price
1696|Lida|Crawford
1697|Darrell|Stokes
1698|John|Greene
1699|Lou|Beck
1700|Francis|Kelly
1701|Adelaide|Evans
1702|Dustin|Hawkins
1703|Celia|Robinson
1704|Eleanor|Ryan
1705|Chad|Hopkins
1706|Elizabeth|Atkins
1707|Jose|French
1708|Elizabeth|Swanson
1709|Joshua|Daniels
1710|Manuel|Stevenson
1711|Dean|Payne
1712|Lou|Fletcher
1713|Luella|Jordan
1714|Gregory|Webster
1715|Larry|Gregory
1716|Dora|Schmidt
1717|Jeff|Hopkins
1718|Eugenia|Gross
1719|Adam|Gibson
1720|Estelle|Herrera
1721|Clayton|Rowe
1722|Antonio|Hamilton
1723|Alta|Roberson
1724|Bettie|Cross
1725|Pauline|Morrison
1726|Nora|Carter
1727|Vincent|Tran
1728|Isabelle|Wood
1729|Darrell|Powers
1730|Cory|Curtis
1731|Mattie|Lamb
1732|Joshua|Goodwin
1733|Rosie|McGuire
1734|Rebecca|Reynolds
1735|Bettie|Greene
1736|Maud|Medina
1737|Cole|Russell
1738|Patrick|Stevens
1739|Millie|Huff
1740|Mildred|Brady
1741|Philip|Goodwin
1742|Travis|Dunn
1743|Frances|Craig
1744|Maud|Houston
1745|Cora|Henry
1746|Rodney|Howard
1747|Pauline|Cook
1748|Zachary|Thornton
1749|Randall|Walton
1750|Helena|Daniels
1751|Catherine|Rios
1752|Ernest|Vaughn
1753|Rose|Strickland
1754|Tom|Torres
1755|Bill|Reese
1756|Genevieve|Peters
1757|Carl|Phelps
1758|Ronnie|West
1759|Christina|Gill
1760|Isaac|Sparks
1761|Gary|Drake
1762|Garrett|Farmer
1763|Jayden|Fletcher
1764|Rodney|Pope
1765|Charlie|Martin
1766|Roy|Farmer
1767|Gabriel|Turner
1768|Isabella|Soto
1769|Essie|Valdez
1770|Mollie|Moody
1771|Emma|Farmer
1772|Angel|Ellis
1773|Edna|Jordan
1774|Bernice|Thornton
1775|Clyde|Mathis
1776|Rena|Pratt
1777|Teresa|Blair
1778|Madge|Gordon
1779|Herman|Cohen
1780|Evan|Lamb
1781|Rosa|Alexander
1782|Rhoda|Alexander
1783|Harriet|Parsons
1784|Jose|Swanson
1785|David|Andrews
1786|Gene|Myers
1787|Cora|Schultz
1788|Olive|Todd
1789|Gussie|Holland
1790|Minnie|Lewis
1791|Milton|Robbins
1792|Isaac|Jimenez
1793|Callie|Ford
1794|Mildred|Craig
1795|Esther|Torres
1796|Isaac|Holt
1797|Lura|Mullins
1798|Sylvia|Barker
1799|Paul|Lynch
1800|Luke|Castillo
1801|Leona|Norton
1802|Benjamin|Richardson
1803|Winifred|Miles
1804|Sylvia|Adkins
1805|Cory|Burton
1806|Mathilda|Castillo
1807|Etta|Gordon
1808|Lee|Ruiz
1809|Adelaide|Bell
1810|Isabel|Cook
1811|Nettie|Griffith
1812|Cory|Jenkins
1813|Mario|Reyes
1814|Bess|Austin
1815|Mabel|Alvarez
1816|Logan|Ortiz
1817|Ina|Porter
1818|May|Stevenson
1819|Sarah|Ingram
1820|Howard|Jones
1821|Logan|Torres
1822|Eliza|Casey
1823|Jimmy|Fowler
1824|Devin|Schwartz
1825|Sue|Lawrence
1826|Arthur|Tucker
1827|Lucille|Romero
1828|Ernest|Edwards
1829|Francis|Clarke
1830|Isaiah|Huff
1831|Duane|Gregory
1832|Kenneth|Ross
1833|Olivia|Hudson
1834|Elva|Medina
1835|Steve|Watkins
1836|Dorothy|Griffin
1837|Harriett|Jordan
1838|Rachel|Richards
1839|Mabelle|Johnson
1840|Jose|Burns
1841|Trevor|Chambers
1842|Jimmy|Thornton
1843|Della|Flores
1844|Delia|Carson
1845|Hilda|Harris
1846|Phoebe|Mack
1847|Hulda|Christensen
1848|Christian|McLaughlin
1849|Wayne|Wright
1850|Isabel|Underwood
1851|Benjamin|Cannon
1852|Clyde|Wilkerson
1853|Claudia|Hopkins
1854|Kathryn|Doyle
1855|Mark|Luna
1856|Dominic|Rios
1857|Ina|Banks
1858|Dominic|Guerrero
1859|Amelia|Figueroa
1860|Harry|Bishop
1861|Lulu|Mason
1862|Julia|Harper
1863|Caleb|Norman
1864|Mike|Fuller
1865|Fanny|Herrera
1866|Leona|Brewer
1867|Glenn|Roberson
1868|Robert|Bridges
1869|Harriet|Doyle
1870|Donald|Norton
1871|Beulah|Campbell
1872|Helen|Robertson
1873|Harriett|Moreno
1874|Fred|Perkins
1875|Georgia|Harrison
1876|Hilda|Mann
1877|Marcus|Ingram
1878|Rosie|Owens
1879|Bill|Lloyd
1880|Vera|Watts
1881|Francis|Washington
1882|Rodney|Shaw
1883|Antonio|Martin
1884|Ethel|Young
1885|Joseph|Salazar
1886|Augusta|Rodriguez
1887|Aaron|Hale
1888|Jean|Caldwell
1889|Helen|Bowman
1890|Jerry|Gregory
1891|Jesus|Bryan
1892|Christine|Jensen
1893|Edwin|Hayes
1894|Owen|McCoy
1895|Gertrude|Webster
1896|Jessie|Reeves
1897|Blake|Lloyd
1898|Jason|Manning
1899|Derrick|Ellis
1900|Carlos|Ball
1901|Ricardo|Lamb
1902|Scott|Ramirez
1903|Adrian|Sandoval
1904|Maria|Fernandez
1905|Jimmy|Lee
1906|Marguerite|Roberson
1907|Benjamin|Hardy
1908|Antonio|Carr
1909|Alberta|Black
1910|Alex|Fitzgerald
1911|Vera|Fowler
1912|Stanley|Mathis
1913|Benjamin|Herrera
1914|Jeremiah|Robinson
1915|Noah|Fleming
1916|Bertie|Holloway
1917|Jackson|Rios
1918|Bertie|Herrera
1919|Shane|Doyle
1920|Delia|Hughes
1921|Pauline|Mann
1922|Jesus|Leonard
1923|Gerald|Schwartz
1924|Julian|Richards
1925|Rose|Gregory
1926|Eric|Fleming
1927|Glenn|Copeland
1928|Duane|Hunter
1929|Katie|Jensen
1930|Caleb|Delgado
1931|Willie|Benson
1932|Kyle|Reyes
1933|Katharine|Caldwell
1934|Dennis|Obrien
1935|Theresa|Walsh
1936|Barbara|Drake
1937|Bernard|Franklin
1938|Barbara|Obrien
1939|Mattie|Torres
1940|Myra|Caldwell
1941|Elnora|Copeland
1942|Lilly|Pittman
1943|Virginia|Marshall
1944|Nellie|Abbott
1945|Peter|Davidson
1946|Celia|Ryan
1947|Martin|Garcia
1948|John|Collins
1949|Effie|Reese
1950|Ryan|King
1951|Ernest|Elliott
1952|Juan|Harrington
1953|Sara|Neal
1954|Herbert|Adkins
1955|Arthur|Hunt
1956|Ophelia|Powell
1957|Travis|Schultz
1958|Gertrude|Ellis
1959|Clarence|Colon
1960|Tom|Barker
1961|Lee|Buchanan
1962|Jonathan|Tate
1963|Elmer|Hernandez
1964|Franklin|Parker
1965|Dylan|Schneider
1966|Harold|Graham
1967|Owen|Perez
1968|Scott|Pena
1969|Chester|Hines
1970|Alfred|Flowers
1971|Jeffrey|Lawrence
1972|Johnny|Jordan
1973|Ellen|Taylor
1974|Mason|Fowler
1975|Alma|Caldwell
1976|Myrtie|Medina
1977|Clyde|Burke
1978|Stanley|Cain
1979|Estella|Powell
1980|Jeremy|Bishop
1981|Bernice|Stevens
1982|Shawn|Fowler
1983|Alexander|Gibbs
1984|Lizzie|Sharp
1985|Christopher|Mills
1986|Christopher|Bates
1987|Gary|Gordon
1988|Eula|Guzman
1989|Gene|Goodman
1990|Jerome|Malone
1991|Beatrice|Holloway
1992|Todd|Cole
1993|Edith|McCoy
1994|Calvin|Harris
1995|Marion|Chandler
1996|Terry|Gonzalez
1997|Hester|Ray
1998|Rosa|Copeland
1999|Alta|Cross
2000|Bradley|Ryan
2001|Matthew|Morris
2002|Douglas|Watson
2003|Julia|Wright
2004|Josie|Leonard
2005|Francis|Collier
2006|Elva|Grant
2007|Clifford|Banks
2008|Beulah|Manning
2009|Larry|Holland
2010|Trevor|Underwood
2011|Chase|Barker
2012|Pearl|Matthews
2013|Lenora|Barrett
2014|Catherine|Gilbert
2015|Joel|Peters
2016|Eunice|Nguyen
2017|Troy|Mills
2018|Marvin|Sims
2019|Dominic|Knight
2020|Scott|Norman
2021|Catherine|Walters
2022|Chester|Stokes
2023|Catherine|Sutton
2024|Joe|Bishop
2025|Delia|Bell
2026|Mina|Burke
2027|Dylan|Boyd
2028|Jacob|Campbell
2029|Miguel|Harrison
2030|Nora|Mendez
2031|Mary|Potter
2032|Olivia|McLaughlin
2033|Mamie|Lowe
2034|Elsie|Hodges
2035|Joshua|Hunter
2036|Josie|Rose
2037|Adele|Davis
2038|Alex|Townsend
2039|Alta|Jefferson
2040|Dale|Ingram
2041|Lena|May
2042|Etta|Sanchez
2043|Alfred|Massey
2044|Myrtle|Brock
2045|Bessie|Nichols
2046|May|Hunt
2047|Lena|Gonzales
2048|Alvin|Hawkins
2049|Earl|Sparks
2050|Maude|Price
2051|Beatrice|Mills
2052|Cameron|Roberts
2053|Kyle|Park
2054|Bernice|Fernandez
2055|Alberta|Oliver
2056|Jorge|Barber
2057|Jonathan|Zimmerman
2058|Olive|Schwartz
2059|Peter|Meyer
2060|Ray|Pratt
2061|Keith|Woods
2062|Ethan|Harper
2063|Jordan|Swanson
2064|Hilda|Hunter
2065|Willie|Price
2066|Florence|Lindsey
2067|Jeremy|Flowers
2068|Barbara|Mitchell
2069|Troy|Cruz
2070|Minerva|Hammond
2071|Nina|Fuller
2072|Katharine|Kelly
2073|Dale|Ellis
2074|James|Green
2075|Roxie|Powell
2076|Alejandro|Shelton
2077|Russell|Nelson
2078|Delia|Luna
2079|Isabelle|Barrett
2080|Clarence|Campbell
2081|Melvin|Norman
2082|Mittie|Massey
2083|Ora|Henderson
2084|Callie|Erickson
2085|Eddie|McKenzie
2086|Susie|Cohen
2087|Lottie|Snyder
2088|Jacob|Manning
2089|Lewis|Collier
2090|Edgar|Harrington
2091|Larry|Spencer
2092|Mae|Bowman
2093|Francis|Webb
2094|Ellen|Elliott
2095|Matthew|Roberts
2096|Georgie|Lamb
2097|Mike|Gill
2098|Andre|King
2099|Louisa|Mendez
2100|Chad|Reese
2101|Allie|Schwartz
2102|Bessie|Kim
2103|Benjamin|Frazier
2104|Nathan|Munoz
2105|Brian|Butler
2106|Ellen|Oliver
2107|Nettie|Erickson
2108|Jon|Guerrero
2109|Allie|Daniels
2110|Clarence|Nguyen
2111|Abbie|Logan
2112|Jerome|Watts
2113|Leroy|Tyler
2114|Florence|Hernandez
2115|Effie|Fitzgerald
2116|Polly|Hunter
2117|Eva|Fuller
2118|Carl|Hunt
2119|Mollie|Estrada
2120|Hannah|Wade
2121|Russell|Nichols
2122|Harry|Nguyen
2123|Mario|Allen
2124|Susan|Hardy
2125|Dustin|Harper
2126|Garrett|Weber
2127|Edna|Graves
2128|Herbert|Hunt
2129|Edgar|Nash
2130|Alberta|Padilla
2131|Jane|Johnson
2132|Brandon|Swanson
2133|Nellie|Cross
2134|Maurice|Adkins
2135|Jay|Tate
2136|Olga|Russell
2137|Elsie|McKinney
2138|Ann|Crawford
2139|Johanna|Vasquez
2140|Joseph|Green
2141|Lina|Massey
2142|Amy|Myers
2143|Jayden|Valdez
2144|Francis|Burton
2145|Andre|Hayes
2146|Carrie|Riley
2147|Iva|Cunningham
2148|Eula|Saunders
2149|Lucas|Tate
2150|Adrian|Bowman
2151|Robert|Green
2152|Luis|Flowers
2153|Cody|Washington
2154|Marie|Hall
2155|Lida|Hicks
2156|Alta|Reid
2157|Derek|Gilbert
2158|Stanley|Freeman
2159|Bill|Green
2160|Adelaide|Gray
2161|Lela|Bass
2162|Myra|Shaw
2163|Micheal|Newton
2164|Mittie|Hawkins
2165|Harriett|Zimmerman
2166|Patrick|Foster
2167|Jackson|Byrd
2168|Danny|Curry
2169|Leona|Watts
2170|Ricky|Webster
2171|Eleanor|Nunez
2172|Jack|Collins
2173|Andrew|Newman
2174|Garrett|Willis
2175|Sara|Dean
2176|Edwin|Waters
2177|Sophie|Ortiz
2178|Garrett|Reid
2179|Verna|Stevens
2180|Tony|Tate
2181|Eula|Cole
2182|Rosie|Murray
2183|Hester|Castillo
2184|Katherine|Coleman
2185|Alex|Schmidt
2186|Lizzie|Lopez
2187|Pauline|Hicks
2188|Agnes|Hughes
2189|Lura|Gregory
2190|Hattie|Briggs
2191|Victoria|Dixon
2192|Ada|Harrison
2193|Rosa|Figueroa
2194|Helena|Ingram
2195|Flora|Brooks
2196|Luis|Turner
2197|Danny|Delgado
2198|Edgar|Webster
2199|Alvin|Hale
2200|Brandon|Moss
2201|Trevor|Curtis
2202|Bobby|Logan
2203|Floyd|Jones
2204|Jeanette|Walters
2205|Katherine|Davidson
2206|Fanny|Ford
2207|Luella|Buchanan
2208|Viola|Clayton
2209|Willie|Bennett
2210|Cecilia|Kim
2211|Dora|Roberson
2212|Genevieve|Wright
2213|Lina|Parker
2214|Ethan|McGuire
2215|Madge|Turner
2216|Clarence|Marsh
2217|Andre|Santiago
2218|Troy|Garza
2219|Fannie|Jackson
2220|May|Roberts
2221|Christine|Ryan
2222|Fred|Arnold
2223|Howard|Willis
2224|Joel|Foster
2225|Lelia|Lopez
2226|Jorge|Johnson
2227|Travis|Baker
2228|Louis|Munoz
2229|Nina|Gutierrez
2230|Shawn|Bridges
2231|Sue|Brewer
2232|Tillie|Saunders
2233|Florence|Berry
2234|Ida|McKenzie
2235|Stella|Colon
2236|Alice|Maldonado
2237|Devin|Cohen
2238|Victor|Carter
2239|Bessie|Schneider
2240|Christopher|Goodwin
2241|Myra|Lawson
2242|Cody|Bennett
2243|Roger|Anderson
2244|Mitchell|Palmer
2245|Aaron|Park
2246|Cynthia|Gross
2247|Lulu|Mitchell
2248|David|Porter
2249|Francis|Hall
2250|Donald|Klein
2251|Jennie|Klein
2252|Kate|Harper
2253|Jessie|Williamson
2254|Curtis|Mason
2255|Lucas|Dixon
2256|Flora|Houston
2257|Marion|Jensen
2258|Frank|Sherman
2259|Chester|Parker
2260|Nathan|Ortega
2261|Noah|Gonzalez
2262|Douglas|Wilkins
2263|Carlos|Schultz
2264|Jessie|Fitzgerald
2265|Marian|Warner
2266|John|Howard
2267|Dean|Carroll
2268|Chester|Cannon
2269|Ricardo|Burns
2270|Barry|Ortiz
2271|Joseph|Frank
2272|Hester|Holland
2273|Isaac|Wilkins
2274|Ralph|Warner
2275|Carrie|Hammond
2276|Bradley|Morton
2277|Isaac|Ryan
2278|Augusta|Collins
2279|Jay|Carpenter
2280|Beatrice|Sims
2281|Cynthia|Mills
2282|Ivan|Coleman
2283|Esther|Richards
2284|Isabel|Carlson
2285|Dale|Paul
2286|Cecilia|Underwood
2287|Emma|Reeves
2288|Allen|Robinson
2289|Rosa|Davidson
2290|Eva|Harvey
2291|Mathilda|Grant
2292|Mitchell|Anderson
2293|Abbie|Rose
2294|Nellie|Keller
2295|Isaiah|Ortega
2296|Jason|Chavez
2297|Harriet|King
2298|May|Wilkins
2299|Leah|Tran
2300|Harold|Jones
2301|Connor|Bass
2302|Lena|Garcia
2303|Eugenia|Fernandez
2304|Mario|Allen
2305|Herbert|Wallace
2306|Louise|Rice
2307|Pauline|Fleming
2308|Sean|Patterson
2309|Rosie|Kelley
2310|Hattie|Williams
2311|Jeremy|Ellis
2312|Harry|Byrd
2313|Lola|Meyer
2314|Gabriel|French
2315|Vincent|Hall
2316|Willie|Reyes
2317|Hunter|Griffin
2318|Adrian|Lawrence
2319|Richard|Bowers
2320|Eugenia|Young
2321|Connor|Maldonado
2322|Christine|Fisher
2323|Glenn|Garcia
2324|Jeremiah|Lawrence
2325|Terry|Willis
2326|Maria|Wilkins
2327|Larry|Flowers
2328|Bernice|Mitchell
2329|Nannie|Page
2330|Virginia|Miller
2331|Steven|Bowman
2332|Kenneth|Vega
2333|Lewis|Collins
2334|Janie|Cortez
2335|Birdie|Holland
2336|Alex|Long
2337|Brett|Hale
